grid_0,grid_1,grid_2,grid_3,grid_4,grid_5,grid_6,grid_7,grid_8,grid_9,grid_10,grid_11,grid_12,grid_13,grid_14,grid_15,movement_cm,weight_g,gate_open,hour,minute,label
0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,10.41344336901113,24.94989572472077,0.0,2.215163225105602,0,exploring
0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,8.46606679944107,25.02447290573471,0.0,22.68122253711934,0,exploring
0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,13.809648263447702,25.30779284837458,0.0,21.57419127663539,0,exploring
0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,5.488667131624359,24.233483919553958,0.0,4.304655922036968,45,active
1,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,12.914823536242292,25.31664599863592,0.0,5.338409221095946,45,exploring
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034602525555428275,24.93315722199099,0.0,16.308434840646328,30,sleeping
0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,9.081563466757817,24.72810998812594,0.0,4.2856275881391275,45,exploring
0,0,1,1,0,0,1,0,0,2,2,1,0,2,0,0,8.609463238859199,24.85803031649577,1.0,0.04059067724710719,30,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20319538358181988,25.4530931448728,0.0,13.305899464003048,30,sleeping
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.48689933499085114,24.682858560075452,0.0,9.745804050195908,30,resting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2381206197318006,25.63210706580165,0.0,11.159716565928342,0,sleeping
0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,5.226251578305064,24.83699108966248,0.0,6.810873719832658,15,active
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,9.197222903012301,25.366152525051685,0.0,0.5862093054438322,0,exploring
0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,5.205666406889058,25.488124946185216,0.0,18.6820897624158,30,active
0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,5.0071071460020455,25.172505040319525,0.0,22.800950602635744,45,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0703480734043906,24.727657230846198,0.0,15.041962487562751,30,sleeping
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4.77579924919621,24.960586727870563,0.0,7.673029642050295,45,active
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.557907250667765,24.859680436474108,0.0,7.9411533849140055,0,active
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,5.413791802276418,25.399142612524088,0.0,20.561568775294422,15,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10083886310951473,24.879757145350823,0.0,11.717507461206011,45,sleeping
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.335789848648001,24.276205150617514,0.0,17.38035306305493,15,active
0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,1,6.1550662964000855,25.34832964743617,0.0,1.2068312037270612,0,exploring
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453082624027237,24.61210624874509,1.0,23.997787884221022,15,eating
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8.135988773867856,24.45354091254128,0.0,4.78465637670079,0,stereotyped
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.050336743010340676,24.48109265876103,0.0,13.53526996632046,0,sleeping
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9359984515664095,24.585626791180108,0.0,18.66700526821038,45,resting
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1917111749013789,25.109747438260094,0.0,9.519706596399056,0,resting
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.646085362749424,24.228209818695397,0.0,19.109453198405088,0,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19498498357959873,25.551192207702197,0.0,12.14305895224987,45,resting
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.654321118648196,24.861381575459806,0.0,16.975407448945845,45,resting
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2555139480057995,25.08273577737576,0.0,11.156970519228189,45,sleeping
1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3.9501997295653775,24.85112801270453,0.0,5.852722540582944,30,active
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4.880298656416777,24.32776206998411,0.0,19.147976563874316,45,active
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36481202318844763,25.048327839461006,0.0,15.501669593782854,45,resting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1660418865030749,24.25006208399186,0.0,16.602891727084845,30,sleeping
0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3.262191776023946,26.12224853503527,0.0,8.44345266274004,15,active
1,0,0,1,0,1,1,1,0,3,0,1,0,0,0,0,11.664147885688251,25.08547045624562,0.0,4.596983352253074,0,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0307762940363282,25.08718777685004,0.0,13.2806152031666,0,sleeping
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28964929294148845,24.98760990491545,0.0,13.777541271031975,0,sleeping
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5967903378946207,25.7955911252981,0.0,19.730775487186328,30,active
0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,5.44066666330472,25.3408051590765,0.0,2.044341801509521,0,active
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6629635273659429,24.978625560301314,0.0,14.631141893883129,30,resting
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04695978463294143,24.486632020319146,0.0,15.85027529260888,45,sleeping
0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5.151312106586925,25.332540792841588,0.0,6.990222936744662,15,active
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5.170514264929647,24.383198175742947,0.0,10.203335186501079,30,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9484086166696367,24.580572377535585,0.0,10.539682768169698,45,resting
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5.847644408771346,25.269148568271195,0.0,10.506212725718353,0,active
0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,13.975563799460508,24.551087808057176,1.0,23.989738005058832,45,exploring
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12250442802900459,24.91881147392047,0.0,15.234833266898086,15,sleeping
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.2580686286806717,25.16959804421333,0.0,7.91528792589517,30,active
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.2168163415069144,24.445306142810143,0.0,2.7821184343429888,45,active
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2783018282533343,24.935445111517254,0.0,15.009809811480215,45,sleeping
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.2430005535733404,25.40806763469087,0.0,21.14031881658733,15,active
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,12.677791564613555,25.03514737218407,1.0,23.81417134548527,45,exploring
1,0,1,0,1,0,0,0,2,2,1,0,0,1,0,0,12.699807380851372,24.485028351197926,0.0,5.849541745803321,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.509810155179851,24.71721468284886,0.0,10.717137433036667,30,resting
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.1745891963892077,24.979203781159264,0.0,20.870440397617642,45,active
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0091646005318635,24.375128508388713,0.0,9.265890059783576,30,active
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,5.483731885396877,25.154957806297695,0.0,20.872807520693172,30,active
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.8165583704907045,24.970396617939514,0.0,8.12546961723436,45,active
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12.680449151691764,26.21428571924462,0.0,20.937192417564873,0,stereotyped
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.776004651172938,24.34164238560821,0.0,10.415315326155017,0,active
0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,6.631746805279957,25.38289394537974,0.0,1.103783248253106,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.13787114975301928,24.596545779898186,0.0,11.944014056830826,0,sleeping
0,0,1,0,0,1,0,0,1,2,0,1,0,1,2,0,7.593735992871139,24.655831635881107,0.0,21.573804760807704,15,exploring
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2.032391863045961,25.304606160526976,0.0,9.152743143783097,0,active
0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,4.483564652521217,24.71980163172481,0.0,21.854806889249055,15,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23658314520304616,24.425630210205547,0.0,15.07795448848556,0,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09801573771420312,24.769051974387068,0.0,13.909771328841666,30,sleeping
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9226440581844808,25.13559875285332,0.0,12.740456968866841,45,resting
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6708284721317384,25.5964494902303,1.0,23.21721782800349,15,eating
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4.146289233076237,25.305320697346666,0.0,20.643374325571724,45,active
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3.8859074719257545,24.29982487163115,0.0,8.846055806784936,30,active
0,2,0,1,1,0,0,0,0,2,0,0,0,1,0,1,6.928963845800876,24.34623320632224,0.0,21.966141809835825,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1.8409724377003425,24.95836091926352,0.0,21.294223404684054,45,drinking
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8503237749666893,24.03453666438678,0.0,14.09616829316658,45,resting
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5.4218007732238185,25.49378514025119,0.0,22.537273577127728,30,active
1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.9742755886560945,25.35570562371177,0.0,1.4532021399986101,15,active
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5.09747431121928,25.129477184783497,0.0,18.887474399431582,30,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2.0970276471152474,24.47726675934912,0.0,20.601747033124234,0,drinking
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17665587661513268,25.312595768913717,0.0,15.865383422335604,15,sleeping
0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,5.781662571880425,25.031097562976033,0.0,17.801233366899588,0,active
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.3891941726689705,24.828947123166998,0.0,17.453831931929646,45,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.6313644666402278,25.085438557339124,0.0,1.763777178394812,30,drinking
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9951649802748312,24.56822208433892,0.0,14.983619862748988,45,resting
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.6552542847076537,24.916067266217812,0.0,2.3802830802970076,45,active
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.698597076754278,24.83792664291229,0.0,9.569524422166879,45,resting
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,9.286469063377265,25.163503233316113,0.0,1.611199395279546,45,exploring
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2.6189207034330457,24.22940421860106,0.0,20.83421157285756,30,active
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2.1158127242450733,25.086597106389103,0.0,20.28896204643228,30,active
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05442166746377059,25.363875142240573,0.0,16.864770548774512,0,sleeping
0,0,1,0,0,1,1,0,0,1,2,1,1,1,1,0,13.066737476146747,25.458611506495295,0.0,3.4049916996304477,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3.6567349515308987,25.102900986040083,0.0,3.7778375305716754,30,active
0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2.0307483435995315,25.46820862108416,0.0,10.317927201549368,30,active
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.988056493719071,25.176101369590786,0.0,22.687778093439455,15,active
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45736405682256764,25.349380667184544,0.0,12.006296317349115,0,resting
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.618183244663148,24.436766336220106,0.0,10.46927029229549,45,resting
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3.7468471182729113,24.72011566502353,0.0,6.948364934058196,0,active
0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,13.247381852640403,24.622988462418192,0.0,5.839595395745608,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.7047979705463316,25.5232185940169,0.0,5.670452374721383,0,drinking
0,0,1,0,1,0,0,0,0,1,2,0,0,0,3,1,12.370637433211424,24.687222385835323,0.0,4.251507094733499,0,exploring
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.30692400469382,24.79756902472334,0.0,7.449788414551462,0,active
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13492011109527188,25.21327640746231,0.0,14.760201321973767,30,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19315168954335246,24.459499641376052,0.0,14.520140017681541,30,resting
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5978553155016846,24.676988776416458,1.0,23.577253946241537,15,eating
0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3.3187630204709153,23.815712455980183,0.0,8.733551032457108,45,active
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5.666985820228481,24.784075844466237,0.0,6.819527373074729,45,active
1,0,1,0,1,0,0,0,0,1,1,2,1,1,0,0,7.442103383014757,25.543050662939596,0.0,3.0948397985174445,15,exploring
0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2.3086603372035053,25.103278283405864,0.0,8.201576283157156,0,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04627582839633646,24.84685032380211,0.0,15.886301696914023,15,sleeping
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.457197656523076,24.799191568158378,0.0,19.95228136053901,30,active
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.37852110690651064,23.962013445826543,0.0,18.057387962675662,45,resting
0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,5.267564958324961,25.069108416485776,0.0,21.695384115298996,30,active
0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,9.594553762990607,24.792896133486604,0.0,1.2523152782641098,15,exploring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2.2692595474360147,25.375243630567176,0.0,19.945121247316457,45,drinking
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3020848827464043,24.82478091585331,0.0,12.04817075263765,30,resting
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.669584686451005,24.25686766143311,0.0,22.339821713998873,45,active
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29408927002151897,25.129914204079878,0.0,10.766435375573918,15,resting
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23285178979061893,25.015819525324574,0.0,13.17130189065205,15,sleeping
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8530189485448018,25.203295976023742,0.0,10.075813050082633,45,resting
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2155632983377058,24.99426059621101,0.0,14.321737027654727,30,sleeping
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.81361471194206,25.02163420197644,0.0,5.773541731357045,0,active
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3.379209972653565,24.939800151945924,0.0,9.370889581441538,30,active
0,1,1,0,1,2,1,0,0,1,0,0,0,0,2,1,6.350450205272985,24.44050669926273,0.0,3.2018301566247365,15,exploring
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5.013163675275459,25.13595241352423,0.0,21.258969254834522,0,active
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.557946068049126,25.35045608468603,0.0,20.77915864987338,45,active
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5.697241866507854,24.286334991193332,0.0,21.47129987892128,45,active
0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4.643676885832546,24.913140229622368,0.0,1.894248145331229,30,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4163922853947929,25.77961471779098,0.0,10.701978314391663,30,resting
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02251234949644778,25.21251606492141,0.0,14.756435572770343,45,sleeping
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.139195863194168,25.633472719796412,0.0,8.719467135623574,30,active
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.795294117062226,25.284747229514256,0.0,8.691613981042096,30,active
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4582306413572049,24.821143802219193,0.0,10.65454294021448,0,resting
0,0,0,2,0,0,2,0,2,1,0,0,0,0,1,1,7.085827341844218,24.75524895934231,0.0,0.621920180739437,0,exploring
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8294618965218687,26.150165966491183,0.0,10.849024445889537,30,resting
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2554086152259378,24.762273558114906,0.0,17.028971683670115,15,sleeping
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.946944737147482,24.62176934888171,0.0,19.048713212280067,30,active
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019724431580209822,25.014213510426867,0.0,11.217740143000196,45,sleeping
0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,0,13.023681213203293,25.1080376819068,1.0,23.990281054425285,15,exploring
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8482517258207872,24.438686240139976,0.0,18.42675929658376,15,resting
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0024212359279963,24.665456615780112,0.0,7.2989890273792275,15,active
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17754253359498154,24.620260501325692,0.0,15.00053667476617,15,sleeping
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7941874158815665,25.041308237409382,0.0,4.1088149533390155,15,active
0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,3.1897354857189693,24.689086852530366,0.0,18.407016021991467,0,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0612069040690196,24.72857949983085,0.0,16.526725720151607,30,sleeping
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2.9669514437458684,24.784892543451413,0.0,17.620794115309124,0,active
0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,12.104971001109028,24.519016561111766,0.0,6.419320186900378,45,exploring
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.866746522209901,25.005241926868834,0.0,21.097815926410046,15,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08572451443230526,25.190515541701668,0.0,14.000258687656238,15,sleeping
0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3.450095103777138,25.00979734134277,0.0,21.178937542046228,30,active
0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3.49279334529928,25.509259522498574,0.0,1.7647619938282038,30,active
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14077301722036728,24.957626153581764,0.0,18.119164135027056,15,resting
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6456344701634237,24.645064244010207,0.0,17.12620431179536,30,resting
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5.262995332975297,24.965310422172486,0.0,3.9000491010465455,30,active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2.0935096278602945,24.90571830697414,0.0,7.949750245894143,0,drinking
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.216420033688892,24.39677831178582,0.0,14.325830782876649,45,sleeping
0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2.0757494700264503,24.910694061815114,0.0,4.092289481919824,15,active
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.243547091634557,25.21111557874116,0.0,9.849057823744921,45,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16388196577344905,24.638702094526636,0.0,12.611451633600849,30,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06746011139784501,24.281242612150113,0.0,14.641837921890037,30,sleeping
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2.4874964229308603,24.826088219780907,0.0,18.50818245810344,45,active
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5.821254870716968,24.649902373457895,0.0,19.641059043133495,0,active
0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,5.732095735133231,24.927875297283318,0.0,8.312724338294796,15,active
1,1,0,2,1,1,0,1,0,0,1,0,0,1,0,1,9.255259612375067,24.79494331781541,0.0,5.818992921846883,45,exploring
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.35687380717179273,25.637740197680742,0.0,11.458764490581515,15,resting
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47609648402050486,25.24862567732387,0.0,12.843654645446513,15,resting
0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11.45845507589582,25.943387096380057,0.0,22.414142653876805,30,stereotyped
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9.561054871150416,24.603032520088135,0.0,21.04183603003016,45,stereotyped
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.045674162995985,25.12946344011948,0.0,21.342239130477996,45,drinking
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2372302993275767,24.66575616876902,0.0,15.5588481290218,15,sleeping
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,5.926740769762155,24.071964362754592,0.0,4.211877932123153,0,active
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4.771074361690955,25.132352115399193,0.0,6.2588466495706525,0,active
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.20708711322564424,24.388134025411155,0.0,16.02686675516811,30,sleeping
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13649360183120107,24.272456505779143,0.0,14.751010755452377,30,sleeping
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7856736579739964,24.771804613570755,0.0,9.980294770349392,0,resting
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018527414267005136,24.512343492119204,0.0,12.612159749284025,15,sleeping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03487200665539927,25.146347856912897,0.0,13.744840181468753,0,sleeping
